"countrycode","country","year","polity5","democracy","gdppc","gdppc_growth","enrol_gross","primcomp","primcom_male","primcom_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","service","oil","natural","oda","literacy","lit_male","lit_fem","infant","health_ex","hospital","tuberculosis","life","life_male","life_female","unemploy","urban","attend","prenatal","military","un_continent_name","un_region_name","v2xcs_ccsi","v2cseeorgs","v2csreprss","v2cscnsult","v2csprtcpt","v2csgender","v2csantimv","v2csrlgrep","v2csrlgcon","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2x_libdem","v2x_neopat","v2dlencmps","v2elembaut","v2elvotbuy","v2exbribe","v2exembez","v2exrescon","v2jucomp","v2jucorrdc","v2juhccomp","v2juhcind","v2juncind","v2lgcrrpt","v2lgfunds","v2lginvstp","v2lgotovst","v2psprlnks","v2xnp_client"
"CRI","COSTA RICA",1984,10,1,1372.20149843952,13.1658766971499,NA,NA,NA,NA,NA,21.2079069559152,NA,NA,NA,14.7168072809855,2667595,49.8059299878467,NA,49.3401974959957,0,2.93758009771221,511549163.818359,92.629997253418,92.6800003051758,92.5800018310547,NA,NA,NA,NA,74.581,72.462,76.747,NA,NA,NA,NA,NA,"Americas","Central America",0.937,2.799,1.907,2.507,2.105,1.617,-0.768,2.194,1.977,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0.167,0.783,0.105,1.743,3.318,-0.135,1.031,1.386,1.317,2.79,0.762,2.518,1.646,1.67,-0.254,2.163,1.7,1.765,0.973,0.335
"CRI","COSTA RICA",1985,10,1,1429.37836415122,4.16679808152972,NA,NA,NA,NA,85.62774,18.8666318377444,NA,NA,NA,13.2730530245079,2741894,49.8062469979682,NA,52.2658672856379,0,2.44375554019942,644352233.886719,NA,NA,NA,NA,NA,NA,NA,74.765,72.675,76.887,NA,NA,NA,NA,NA,"Americas","Central America",0.937,2.799,1.907,2.507,2.105,1.617,-0.768,2.194,1.977,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0.167,0.783,0.105,1.743,3.318,-0.135,1.031,1.386,1.317,2.79,0.762,2.518,1.646,1.67,-0.254,2.163,1.7,1.765,0.973,0.335
"CRI","COSTA RICA",1986,10,1,1568.5640969552,9.7375010210561,NA,NA,NA,NA,86.46311,20.8977395912796,NA,NA,NA,13.2573983298679,2817216,49.805854501091,NA,51.4793415343462,0,2.51558334113549,427196197.509766,NA,NA,NA,NA,NA,NA,NA,74.949,72.783,77.154,NA,NA,NA,NA,NA,"Americas","Central America",0.937,2.799,1.907,2.507,2.105,1.617,-0.768,2.194,1.977,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0.167,0.789,0.106,1.743,3.318,-0.114,1.031,1.386,1.317,2.79,0.762,2.518,1.646,1.67,-0.254,2.163,1.7,1.765,0.973,0.323
"CRI","COSTA RICA",1987,10,1,1567.0320510901,-0.0976718686902281,NA,NA,NA,NA,86.5685,18.0706377528965,NA,NA,NA,14.4341578176762,2892699,49.8060288353641,NA,54.3557979485009,0,3.25696100718751,496087127.685547,NA,NA,NA,NA,NA,NA,NA,75.224,72.989,77.501,NA,NA,NA,NA,NA,"Americas","Central America",0.937,2.799,1.907,2.507,2.105,1.617,-0.768,2.194,1.977,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0.167,0.795,0.093,1.743,3.318,-0.114,1.031,1.386,1.317,3.327,0.762,3.127,1.646,1.67,-0.254,2.163,1.7,1.765,0.687,0.363
"CRI","COSTA RICA",1988,10,1,1554.74048522018,-0.784385096741912,NA,NA,NA,NA,NA,17.9486468341879,NA,NA,NA,14.7022326120795,2968103,49.80699793774,NA,54.8220578093388,0,3.04797984016949,375150787.353516,NA,NA,NA,NA,NA,NA,NA,75.546,73.26,77.874,NA,NA,NA,NA,NA,"Americas","Central America",0.972,3.666,1.907,2.507,2.105,1.99,-0.768,2.194,1.977,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0.167,0.806,0.093,1.743,3.318,-0.114,1.031,1.386,1.317,3.327,0.762,3.127,1.646,1.67,-0.254,2.163,1.7,1.765,0.687,0.363
"CRI","COSTA RICA",1989,10,1,1725.13936155907,10.959956208689,NA,NA,NA,NA,86.84742,17.2203938525142,NA,NA,NA,13.7047507846128,3043827,49.8116351553488,NA,55.8775114126036,0,2.81183420537514,455406585.693359,NA,NA,NA,NA,NA,NA,NA,75.85,73.596,78.131,NA,0.439519762992859,NA,NA,NA,"Americas","Central America",0.972,3.666,1.907,2.507,2.105,1.99,-0.768,2.194,1.977,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.813,0.087,1.743,3.318,-0.114,1.031,1.386,1.317,3.327,0.762,3.127,1.892,1.67,-0.254,2.163,1.7,2.072,0.687,0.363
"CRI","COSTA RICA",1990,10,1,1829.6687089559,6.05918279566487,NA,NA,NA,NA,86.79922,15.78742116015,NA,NA,0,13.0573346474185,3121706,49.8297084991348,97.4746627807617,58.5165590222319,0,3.29362536409102,378827239.990234,NA,NA,NA,NA,NA,2.5,NA,76.094,73.738,78.485,NA,0.441554009914398,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,1.99,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.84,0.07,1.743,3.318,0.53,1.031,1.612,1.379,3.327,0.762,3.127,1.946,1.67,-0.084,2.163,2.049,2.671,0.862,0.287
"CRI","COSTA RICA",1991,10,1,2253.38191508071,23.1579194665575,NA,NA,NA,NA,87.26552,11.9445569900871,NA,NA,NA,10.5863515072178,3202176,49.8641548746852,97.6342010498047,52.7984666195925,0,2.7705851981399,281328765.869141,NA,NA,NA,NA,NA,NA,NA,76.237,73.863,78.641,NA,0.442862182855606,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.843,0.07,1.743,3.318,0.53,1.031,1.612,1.379,3.327,0.762,3.127,1.946,1.67,-0.084,2.163,2.049,2.671,0.862,0.284
"CRI","COSTA RICA",1992,10,1,2612.38756453737,15.9318598881984,NA,NA,NA,NA,89.03262,11.9001491093974,NA,NA,0.00111,11.976548253817,3284258,49.9094468217783,97.7932281494141,51.377508141935,0,2.57139424487584,204573608.398438,NA,NA,NA,NA,NA,NA,NA,76.385,74.022,78.765,NA,0.44370174407959,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.843,0.07,1.743,3.318,0.53,1.031,1.612,1.379,3.327,0.762,3.127,1.946,1.67,-0.084,2.163,2.049,2.671,0.862,0.284
"CRI","COSTA RICA",1993,10,1,2840.38706479397,8.72762921366058,NA,NA,NA,NA,89.38238,11.8282300115977,NA,NA,0.0815,12.0352693137855,3367434,49.9613058489045,97.9491958618164,52.7635038256726,0,2.20327488825599,182245422.363281,NA,NA,NA,NA,NA,NA,NA,76.315,73.971,78.67,NA,0.440883040428162,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.843,0.07,1.743,3.318,0.53,1.031,1.612,1.379,3.327,0.762,3.127,1.946,1.67,-0.084,2.163,2.049,2.671,0.862,0.284
"CRI","COSTA RICA",1994,10,1,3039.56328550633,7.01229150002511,NA,NA,NA,NA,88.44138,12.3199679785456,NA,NA,0.28,11.5807869301161,3451122,50.0171393584867,98.092170715332,52.8501398004276,0,2.36855202407589,120588287.353516,NA,NA,NA,NA,NA,1.793900013,NA,76.329,73.94,78.733,NA,0.440381348133087,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.845,0.073,1.743,3.318,0.548,1.031,1.612,1.379,3.327,0.762,3.127,1.946,1.67,-0.084,2.163,1.911,2.671,0.862,0.273
"CRI","COSTA RICA",1995,10,1,3275.25256447416,7.75405072471024,NA,NA,NA,NA,89.54187,12.7581274501947,NA,NA,0.417,12.2450379591895,3535176,50.0764601253233,98.2305450439453,52.2555470192519,0,2.90594941109728,63098937.9882813,NA,NA,NA,NA,NA,1.7799999714,NA,76.44,74.006,78.891,NA,0.436674833297729,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.845,0.067,1.743,3.318,0.548,1.031,1.612,1.379,3.327,1.325,3.127,1.946,1.67,0.249,2.163,1.911,2.671,0.862,0.272
"CRI","COSTA RICA",1996,10,1,3226.96395598625,-1.47434762777333,NA,NA,NA,NA,91.47044,12.1024964084453,NA,NA,0.841,12.6428152370212,3619013,50.1379519775143,98.356689453125,52.97367408152,0,2.57877076272718,-2993535.04180908,NA,NA,NA,NA,NA,1.75,NA,76.428,73.988,78.879,NA,0.434947103261948,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.845,0.067,1.743,3.318,0.548,1.031,1.612,1.379,3.327,1.325,3.127,1.946,1.67,0.249,2.163,1.911,2.671,0.862,0.272
"CRI","COSTA RICA",1997,10,1,3407.776128985,5.60316679903817,NA,NA,NA,NA,NA,12.5030913360301,NA,NA,1.64,12.613164915421,3701711,50.1988945112139,98.4675598144531,52.6945640755722,0,2.28730285708989,8573635.10131836,NA,NA,NA,NA,NA,1.7100000381,NA,76.603,74.078,79.147,NA,0.433976531028748,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.839,0.077,1.743,3.318,0.548,1.031,1.612,1.379,2.77,1.325,2.511,1.946,1.67,0.249,2.163,1.911,2.671,0.862,0.272
"CRI","COSTA RICA",1998,10,1,3617.45756666726,6.15302853666955,NA,NA,NA,NA,NA,12.618968848322,NA,NA,2.67,12.8238649326758,3782838,50.2549144319688,98.5603637695313,52.9371389314662,0,1.51817198447363,45381492.6147461,NA,NA,NA,NA,NA,1.6799999475,NA,76.869,74.302,79.451,NA,0.431101828813553,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.843,0.076,1.743,3.318,0.548,1.031,1.612,1.379,2.959,1.325,2.502,1.946,1.67,0.249,2.163,1.911,2.671,0.862,0.274
"CRI","COSTA RICA",1999,10,1,3690.96154778297,2.03192379623208,NA,NA,NA,NA,NA,11.1096929634483,NA,NA,3.9,13.1337581607143,3862101,50.3018693711014,98.6332397460938,54.2127027958483,0,1.15423351439575,7126846.79031372,NA,NA,NA,NA,NA,NA,NA,77.058,74.461,79.666,NA,0.461900591850281,NA,95.7,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.167,0.667,0.833,0.5,0,0,0,0,0.333,0.5,0.167,0.167,0,0.842,0.071,1.743,3.318,0.548,1.031,1.612,1.379,2.959,1.325,2.502,1.946,1.67,0.486,2.163,1.911,2.671,1.577,0.198
"CRI","COSTA RICA",2000,10,1,3812.75388284924,3.29974543190315,105.324829101562,NA,84.70068359375,85.8256683349609,NA,9.24882318534345,12.69593,NA,5.80025,12.8397128305791,3937739,50.334697144732,98.686408996582,55.8833804353278,0,1.01441557771135,51812770.8435059,94.870002746582,94.6500015258789,95.0800018310547,NA,6.56498718,1.62,25,77.317,74.755,79.874,NA,0.471777200698853,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.143,0.571,0.857,0.571,0,0,0,0,0.429,0.571,0.286,0.286,0,0.844,0.071,1.743,3.318,0.548,1.031,1.612,1.379,2.959,1.325,2.502,1.946,1.67,0.486,2.163,1.911,2.671,1.577,0.198
"CRI","COSTA RICA",2001,10,1,3985.12984506207,4.52103564796621,105.53547668457,NA,86.0111465454102,88.5828323364258,NA,8.37953627007384,NA,NA,9.55948,13.3610338036884,4008947,50.3558166271592,98.24978,56.6907655570513,0,1.05121844888149,33399635.3149414,NA,NA,NA,NA,6.47409868,1.58,26,77.609,75.009,80.2,NA,0.590190768241882,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.143,0.571,0.857,0.571,0,0,0,0,0.429,0.571,0.286,0.286,0,0.844,0.071,1.743,3.318,0.548,1.031,1.612,1.379,2.959,1.325,2.502,1.946,1.67,0.486,2.163,1.911,2.671,1.577,0.198
"CRI","COSTA RICA",2002,10,1,4067.71851429092,2.07242103619747,105.317329406738,NA,90.7999114990234,92.3932571411133,NA,8.42775029018437,11.78091,NA,19.8949,13.368108901546,4075705,50.3714326723843,98.509188,57.4530046864413,0.0283908073416018,0.981118861036768,27116897.5830078,NA,NA,NA,NA,6.8690877,1.55,21,77.939,75.404,80.442,NA,0.590101838111877,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.143,0.571,0.857,0.571,0,0,0,0,0.429,0.571,0.286,0.286,0,0.846,0.07,1.743,3.318,0.547,1.031,1.612,1.379,2.959,1.325,2.502,1.946,1.67,0.486,2.163,1.911,2.671,1.577,0.215
"CRI","COSTA RICA",2003,10,1,4173.14856415514,2.59187181939501,NA,NA,NA,NA,NA,8.84007800871514,NA,NA,20.3336,13.5849516097946,4138784,50.3841466479043,98.695902,57.7731241504416,0.0374595979479728,1.02044880139504,52270935.0585938,NA,NA,NA,NA,6.9691925,1.52,21,78.214,75.696,80.687,NA,0.590040564537048,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.143,0.571,0.857,0.571,0,0,0,0,0.429,0.571,0.286,0.286,0,0.846,0.07,1.743,3.318,0.547,1.031,1.612,1.379,2.959,1.325,2.502,1.946,1.67,0.526,2.163,1.911,2.671,1.577,0.216
"CRI","COSTA RICA",2004,10,1,4431.0117207843,6.17910320385072,109.149803161621,NA,90.3145980834961,90.6653594970703,NA,8.85240876800238,10.86589,NA,20.7923,13.3589275001756,4200078,50.3969570081691,98.954779,57.2988154289491,0.0613781507663448,1.00110593588162,34449157.7148438,NA,NA,NA,NA,6.63006067,1.48,26,78.512,75.925,81.053,NA,0.589949667453766,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.143,0.571,0.857,0.571,0,0,0,0,0.429,0.571,0.286,0.286,0,0.843,0.07,1.743,3.318,0.547,1.031,1.612,1.379,2.959,1.325,2.502,1.946,1.67,0.526,2.163,1.911,2.671,1.577,0.216
"CRI","COSTA RICA",2005,10,1,4703.00721784778,6.13845131096462,107.09986114502,NA,90.4517211914062,91.2403717041016,NA,8.62223694626727,NA,NA,22.07,13.635396985214,4261240,50.4092589033378,99.053051,57.7916436421547,0.13263457054308,1.12142978712725,37545799.2553711,NA,NA,NA,NA,6.66429663,1.33,19,78.877,76.29,81.407,NA,0.589895188808441,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.125,0.5,0.75,0.5,0,0,0,0,0.375,0.5,0.25,0.25,0,0.841,0.07,1.743,3.318,0.547,1.031,1.612,1.379,2.959,1.325,2.502,1.946,1.67,0.526,2.163,1.911,2.671,1.577,0.216
"CRI","COSTA RICA",2006,10,1,5256.59640859159,11.7709619632935,108.812652587891,NA,84.0288314819336,85.0962600708008,NA,8.42982819706634,9.95087,NA,25.1,13.8416637384782,4321340,50.4215707214824,99.147523,58.1777820197184,0.145655110180747,1.49198409303492,33731201.171875,NA,NA,NA,NA,6.93530846,1.3,17,79.049,76.388,81.658,NA,0.589777112007141,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0.111,0.222,0.444,0.889,0.667,0,0,0,0,0.333,0.556,0.222,0.222,0.111,0.851,0.075,1.743,3.318,1.288,0.676,1.321,1.379,2.959,1.325,2.502,1.743,1.67,0.526,2.163,1.911,2.671,1.577,0.157
"CRI","COSTA RICA",2007,10,1,6137.71199925542,16.762093228685,108.192337036133,NA,89.5219879150391,91.4139175415039,NA,7.91531104342903,NA,NA,28.4,14.8564701582419,4380248,50.4346785844089,99.217998,57.9758953727124,0.177661149458376,1.63840228211153,64455513.0004883,NA,NA,NA,NA,6.99642611,1.29,18,79.098,76.353,81.804,NA,0.589586317539215,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.125,0.5,0.875,0.625,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.855,0.075,1.743,3.318,1.288,0.676,1.321,1.379,2.959,1.325,2.502,1.743,1.67,0.526,2.163,1.911,2.671,1.577,0.151
"CRI","COSTA RICA",2008,10,1,6937.24261596055,13.0265254675052,109.621971130371,NA,88.2572326660156,91.0104827880859,NA,6.97696046934205,9.03585,NA,32.29,15.2325099084058,4440056,50.4469763444425,99.263937,59.4254091302356,0.177814056910713,1.48654911478283,77972366.3330078,NA,NA,NA,NA,7.4685483,1.24,16,79.18,76.42,81.901,NA,0.589360594749451,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.125,0.5,0.875,0.625,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.855,0.075,1.743,3.318,1.288,0.676,1.321,1.379,2.959,1.325,2.502,1.743,1.67,0.526,2.163,1.911,2.671,1.577,0.151
"CRI","COSTA RICA",2009,10,1,6832.69829924138,-1.50700101620556,110.964897155762,NA,96.3396301269531,95.4175262451172,NA,7.04962970066208,NA,NA,34.33,13.1830719885207,4499791,50.4579434911533,99.409804,61.0597628286368,0.0442489217587359,1.2301475943504,97088233.9477539,NA,NA,NA,NA,7.86019182,1.23,14,79.372,76.644,82.053,NA,0.58917510509491,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.125,0.5,0.875,0.625,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.855,0.072,1.743,3.318,1.288,0.676,1.321,1.379,2.959,1.325,2.502,1.953,1.67,0.526,2.163,1.911,2.671,1.577,0.151
"CRI","COSTA RICA",2010,10,1,8265.78820275582,20.9739965201384,109.92635345459,NA,93.8178634643555,95.5818710327148,NA,6.48518940835947,8.12083,NA,36.5,12.9525420562371,4555962,50.4673436696794,98.995734,61.907753060789,0,1.62716715850808,78965911.8652344,NA,NA,NA,NA,8.02937698,1.23,15,79.354,76.628,82.039,7.00805370501,0.616287231445312,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0.111,0.222,0.556,0.889,0.556,0,0,0,0.111,0.333,0.556,0.222,0.222,0.111,0.859,0.07,1.743,3.318,1.503,0.999,1.321,1.379,2.959,1.325,2.502,1.953,1.67,0.526,2.163,1.911,2.671,1.577,0.142
"CRI","COSTA RICA",2011,10,1,9276.39107511347,12.2263339873711,108.691719055176,NA,96.7384033203125,98.5772094726562,98.39715,5.59987212230861,NA,NA,39.2122,13.2089868676909,4609833,50.473921620605,99.232348,63.1820860244227,0,1.26384990129987,38158054.3518066,97.4100036621094,97.3099975585938,97.5,NA,8.12197781,1.22,15,79.624,76.981,82.213,7.50945058117,0.727600812911987,98.3578443527222,91.2922084331512,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.125,0.5,0.875,0.625,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.861,0.067,1.743,3.318,1.503,0.999,1.321,1.379,2.959,1.376,2.502,1.953,1.67,0.526,2.163,1.911,2.671,1.577,0.141
"CRI","COSTA RICA",2012,10,1,10126.9991024177,9.16960076840901,107.544090270996,NA,93.5509567260742,94.1043319702148,98.48145,5.13084191429059,7.20581,NA,47.5,13.1052960652648,4663934,50.4760358958767,99.503298,64.286092711917,0.0649850267861909,1.2425772572914,35120059.967041,NA,NA,NA,NA,7.78642273,1.2,14,79.925,77.314,82.476,7.6367638143,0.61682540178299,NA,NA,NA,"Americas","Central America",0.977,3.666,2.414,2.953,2.16,2.315,-1.975,2.194,1.172,0,0.125,0.5,0.875,0.625,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.859,0.069,1.619,3.318,1.503,0.999,1.321,1.379,2.959,1.309,2.502,1.953,1.67,0.526,2.163,1.911,2.671,1.577,0.143
"CRI","COSTA RICA",2013,10,1,10803.2401962173,6.67760594190392,105.42813873291,NA,94.9602432250977,95.5050735473633,97.84257,4.78335093294853,NA,NA,45.96,13.416824749449,4716147,50.476660391769,99.563517,65.5704372632595,0.0577584252152377,1.34122901696494,35741638.1835938,NA,NA,NA,NA,7.68229342,1.18,12,80.189,77.525,82.8,8.39909725819,0.727026641368866,NA,NA,NA,"Americas","Central America",0.976,3.666,2.318,2.953,2.16,2.315,-1.56,2.194,1.172,0,0.125,0.375,0.875,0.75,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.854,0.068,1.619,3.318,1.503,0.999,1.321,1.379,2.959,1.309,2.502,1.953,1.67,0.526,2.163,1.981,2.671,1.676,0.141
"CRI","COSTA RICA",2014,10,1,10911.497878334,1.00208530172831,104.007881164551,NA,93.4158325195312,91.3914794921875,96.98747,4.88788378983139,6.29079,NA,53,13.0455889610236,4767119,50.4783706888794,99.359291,66.3984214219483,0.0518301508258059,1.387670718648,56657924.6520996,NA,NA,NA,NA,7.66376209,1.17,13,80.231,77.553,82.86,8.56771280006,0.726795554161072,NA,NA,NA,"Americas","Central America",0.976,3.666,2.318,2.953,2.16,2.315,-1.56,2.194,1.172,0,0.111,0.333,0.778,0.667,0,0,0,0,0.444,0.556,0.222,0.333,0.111,0.856,0.065,1.835,3.318,1.97,0.954,1.512,1.379,2.959,1.309,2.502,1.953,1.67,0.526,2.163,1.981,2.671,1.548,0.114
"CRI","COSTA RICA",2015,10,1,11714.7105980732,7.36115910661605,103.75464630127,NA,93.7857131958008,92.8542785644531,97.60783,4.74911042904841,NA,NA,59.763,13.2539942158309,4818038,50.4826756279889,99.409804,67.2979590735582,0.0200960578384208,1.13397448273593,118918319.702148,NA,NA,NA,NA,7.59196186,1.16,12,80.407,77.516,83.28,NA,0.72669905424118,NA,NA,NA,"Americas","Central America",0.974,3.666,2.318,2.499,2.015,1.98,-1.56,1.735,0.706,0,0.125,0.375,0.875,0.75,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.854,0.065,1.95,3.318,1.97,0.688,1.522,1.379,2.959,1.408,2.502,1.953,1.67,0.526,2.163,1.981,2.671,1.548,0.108
"CRI","COSTA RICA",2016,10,1,12091.0301606154,3.21236755608881,104.599922180176,NA,92.2029800415039,92.6009521484375,98.18412,4.9143557868633,5.37577,NA,65.8804,13.5108543364627,4866998,50.4885661528043,100,67.455208004105,0.0158677459016205,1.23322083330008,109522132.873535,NA,NA,NA,NA,7.31724358,1.16,9.6,79.988,77.256,82.69,NA,0.726360082626343,NA,NA,NA,"Americas","Central America",0.969,3.666,1.757,2.499,2.015,1.98,-1.56,1.735,0.706,0,0.125,0.375,0.875,0.75,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.855,0.066,1.95,3.318,1.97,0.459,1.522,1.379,2.959,1.408,2.502,2.032,1.67,0.526,2.163,1.981,2.671,1.548,0.108
"CRI","COSTA RICA",2017,10,1,12317.0902771304,1.86965141523966,103.215171813965,NA,90.9453506469727,91.5239105224609,96.34224,4.69977633159901,NA,NA,71.5817,13.2441025558449,4913177,50.4935197734582,NA,68.3430015552082,0.00585553483434446,1.13383955527767,102219520.568848,NA,NA,NA,NA,7.04522991,1.15,9.6,79.994,77.305,82.662,NA,0.72581547498703,NA,NA,NA,"Americas","Central America",0.966,3.333,2.171,2.499,2.015,1.98,-1.56,1.735,0.706,0,0.125,0.375,0.875,0.75,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.852,0.07,1.887,3.318,1.97,0.434,1.269,1.379,2.959,1.408,2.502,2.032,1.67,0.526,2.163,1.981,2.671,1.548,0.109
"CRI","COSTA RICA",2018,10,1,12590.2493781614,2.21772427484909,105.513519287109,NA,90.2495880126953,91.3276977539062,97.33255,4.48382833722173,4.46075,NA,73.4797,13.1821486861854,4957818,50.5009260122094,NA,68.6706106301098,0.00900722494170017,0.945537295658598,100765747.070313,NA,NA,94.120002746582,NA,7.28587723,1.12,10,80.09,77.22,82.961,NA,0.725132644176483,NA,NA,NA,"Americas","Central America",0.945,2.772,2.171,2.499,2.015,1.98,-1.56,1.306,1.321,0.111,0.111,0.556,0.667,0.667,0,0,0,0,0.444,0.556,0.333,0.333,0,0.836,0.071,1.887,3.318,1.531,0.638,1.269,1.379,2.959,1.408,2.502,2.032,1.67,0.526,2.163,1.981,2.671,1.548,0.129
"CRI","COSTA RICA",2019,NA,1,12884.6859951989,2.33860830070785,108.828872680664,NA,93.9220428466797,93.5261306762695,NA,4.20205116302465,NA,NA,81.2026,13.3201329233421,4999553,50.509615559631,NA,69.2049940233732,0.00698634796129753,0.759689840900586,58552040.1000977,NA,NA,NA,NA,7.2212491,1.11,9.9,80.296,77.603,82.963,NA,0.725112020969391,NA,NA,NA,"Americas","Central America",0.949,2.772,2.501,2.401,2.015,1.98,-1.56,1.306,1.321,0.125,0.125,0.5,0.75,0.625,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.843,0.068,1.887,3.318,1.531,0.839,1.316,1.379,2.959,1.408,2.502,2.032,1.67,0.526,2.163,1.981,2.671,1.548,0.131
"CRI","COSTA RICA",2020,NA,1,12394.0493969492,-3.80790496898816,108.293647766113,NA,98.5187530517578,98.7289962768555,NA,4.34422556035497,3.54573,NA,80.5302,12.2380289914727,5034320,50.5233676047609,NA,68.2324072882969,0.00341590826010993,0.904748239780319,223829574.584961,NA,NA,NA,NA,7.82545757,1.17,9.7,79.725,76.769,82.754,NA,0.724913060665131,NA,NA,NA,"Americas","Central America",0.949,2.772,2.501,2.401,2.015,1.98,-1.262,1.306,1.321,0.125,0.125,0.5,0.75,0.625,0,0,0,0,0.375,0.5,0.25,0.25,0.125,0.848,0.067,1.887,3.318,1.531,0.839,1.316,1.379,2.959,1.408,2.502,2.032,1.67,0.526,2.163,1.981,2.671,1.714,0.131
