"countrycode","country","year","polity5","democracy","gdppc","gdppc_growth","enrol_gross","primcomp","primcom_male","primcom_fem","enrol_net","agri","slums","telephone","internet","tax","pop","pop_fem","electricity","service","oil","natural","literacy","lit_male","lit_fem","infant","health_ex","hospital","tuberculosis","life","life_male","life_female","unemploy","urban","attend","prenatal","military","un_continent_name","un_region_name","v2xcs_ccsi","v2cseeorgs","v2csreprss","v2cscnsult","v2csprtcpt","v2csgender","v2csantimv","v2csrlgrep","v2csrlgcon","v2regsupgroups_0","v2regsupgroups_1","v2regsupgroups_2","v2regsupgroups_3","v2regsupgroups_4","v2regsupgroups_5","v2regsupgroups_6","v2regsupgroups_7","v2regsupgroups_8","v2regsupgroups_9","v2regsupgroups_10","v2regsupgroups_11","v2regsupgroups_12","v2regsupgroups_13","v2x_libdem","v2x_neopat","v2dlencmps","v2elembaut","v2elvotbuy","v2exbribe","v2exembez","v2exrescon","v2jucomp","v2jucorrdc","v2juhccomp","v2juhcind","v2juncind","v2lgcrrpt","v2lgfunds","v2lginvstp","v2lgotovst","v2psprlnks","v2xnp_client"
"QAT","QATAR",2002,-10,0,27226.6593510117,5.24089014339927,95.1474914550781,NA,NA,NA,92.51716,0.256795868565916,NA,NA,10.2,NA,711205,31.4355214038146,100,NA,31.8348108510858,37.9053779549672,NA,NA,NA,NA,2.46044064,2.04,45,75.766,75.156,76.689,NA,NA,NA,NA,3.92996992225186,"Asia","Western Asia",0.196,-1.207,-0.393,-0.908,-1.619,-0.016,-2.898,-0.439,-0.77,1,0.143,0,0.429,0.143,0.143,0,0,0.143,0,0,0,0,0.429,0.09,0.704,0.104,NA,NA,0.219,-0.045,-1.151,0.332,0.429,0.886,-0.417,-0.045,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2003,-10,0,31602.470865136,16.0717899971144,96.9064788818359,NA,79.5127487182617,94.1225662231445,96.02781,0.234640393168579,NA,NA,19.2,NA,744682,31.3161859693131,100,NA,33.8929726986092,39.0219328822431,NA,NA,NA,NA,3.50257182,1.96,43,76.097,75.46,77.047,NA,NA,NA,NA,3.33399484024608,"Asia","Western Asia",0.196,-1.207,-0.393,-0.908,-1.619,-0.016,-2.898,-0.439,-0.77,1,0.143,0,0.429,0.143,0.143,0,0,0.143,0,0,0,0,0.429,0.097,0.696,0.104,NA,NA,0.219,-0.045,-1.151,0.332,0.429,0.886,-0.157,0.081,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2004,-10,0,41035.5008380177,29.8490267205286,93.3679122924805,NA,NA,NA,91.13612,0.181799293579888,NA,NA,20.7,NA,773332,31.9101861681837,100,NA,34.825040164201,39.9025622867651,89,89,89,NA,3.18311739,1.99,40,76.484,75.812,77.46,NA,NA,NA,NA,2.43385968557379,"Asia","Western Asia",0.196,-1.207,-0.393,-0.908,-1.619,-0.016,-2.898,-0.439,-0.77,1,0.143,0,0.429,0.143,0.143,0,0,0.143,0,0,0,0,0.429,0.098,0.696,0.104,NA,NA,0.219,-0.045,-1.151,0.332,0.429,0.886,-0.157,0.081,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2005,-10,0,53949.6764091147,31.4707394996202,96.1018829345703,NA,79.207160949707,90.5151977539062,94.99625,0.133258478262211,NA,NA,24.7,NA,825408,31.6727000465224,100,NA,38.1771562134119,43.620803037963,NA,NA,NA,NA,2.56300044,1.96,45,76.909,76.21,77.918,NA,NA,NA,NA,1.99301626863922,"Asia","Western Asia",0.196,-1.207,-0.393,-0.908,-1.619,-0.016,-2.898,-0.439,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.098,0.716,0.104,-1.624,NA,0.219,-0.045,-1.151,0.332,0.429,0.886,-0.157,0.081,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2006,-10,0,62582.4453138755,16.0015211941147,94.6122207641602,NA,83.097526550293,91.0048294067383,88.84162,0.121835107463077,NA,NA,29,NA,972831,28.5009420958008,100,NA,34.1520126219521,39.1119310588412,NA,NA,NA,NA,2.288064,2.11,40,77.323,76.65,78.41,NA,NA,NA,NA,1.75050764857182,"Asia","Western Asia",0.196,-1.207,-0.393,-0.908,-1.619,-0.016,-2.898,-0.318,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.097,0.717,0.104,-1.624,NA,0.219,-0.045,-1.151,0.332,0.429,0.886,-0.157,-0.025,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2007,-10,0,65954.3419525051,5.38792727212594,98.2639617919922,NA,90.0334167480469,94.2144622802734,92.81665,0.109942375031018,NA,NA,37,NA,1208595,25.1808918620382,100,NA,30.8003611618771,35.6959140693704,93,94,90,NA,2.07008052,1.65,38,77.741,77.13,78.928,NA,NA,NA,NA,1.95984159971877,"Asia","Western Asia",0.196,-1.207,-0.393,-0.908,-1.619,-0.016,-3.398,-0.318,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.098,0.717,0.104,-1.624,NA,0.219,-0.045,-1.151,0.332,0.429,0.886,-0.157,-0.025,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2008,-10,0,80781.4039187792,22.4807973627443,98.5704574584961,NA,93.99755859375,96.8243179321289,NA,0.124647566750798,NA,NA,44.3,NA,1426938,23.8179934937608,100,NA,32.6040710093919,36.928035954367,94,94,93,NA,1.63775349,1.41,46,78.262,77.647,79.461,NA,NA,NA,NA,2.01050092711317,"Asia","Western Asia",0.196,-1.207,-0.393,-0.908,-1.619,-0.016,-3.398,-0.318,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.098,0.717,0.104,-1.624,NA,0.219,-0.045,-1.151,0.332,0.429,0.886,-0.157,-0.025,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2009,-10,0,60785.7351551657,-24.7528116541747,103.211761474609,NA,96.0617980957031,100.426300048828,91.41677,0.123319456383116,NA,NA,53.1,NA,1608903,23.940102771035,100,NA,23.0165618959946,29.0898330327173,95,95,93,NA,2.38356304,1.25,45,78.837,78.189,79.999,NA,NA,NA,NA,1.99221317692269,"Asia","Western Asia",0.196,-1.207,-0.393,-0.908,-1.619,-0.016,-3.398,-0.318,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.098,0.716,0.104,-1.624,NA,0.219,-0.045,-1.151,0.332,0.429,0.907,-0.157,-0.025,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2010,-10,0,77387.3267885308,27.3116572350187,103.012962341309,NA,NA,NA,90.21337,0.117906612206567,NA,NA,69,NA,1616832,24.5405969592138,100,NA,26.6026039782648,32.4299374160987,96,97,95,NA,1.87017763,1.22,39,79.444,78.742,80.533,NA,NA,NA,NA,1.47390908321736,"Asia","Western Asia",0.196,-1.207,-0.393,-0.538,-1.619,-0.016,-3.398,-0.318,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.098,0.715,0.104,-1.624,NA,0.219,-0.045,-1.151,0.332,0.586,0.907,-0.157,-0.025,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2011,-10,0,103261.506539346,33.4346472795464,99.2632522583008,NA,96.0125198364258,99.7480697631836,93.40615,0.0966060404987279,NA,NA,69,NA,1624761,25.1384632375273,100,28.5571253802479,29.9468705202351,36.7182426077088,96,97,96,NA,1.599962,1.22,35,79.994,79.288,81.054,NA,NA,NA,NA,NA,"Asia","Western Asia",0.196,-1.207,-0.393,-0.741,-1.619,-0.07,-3.398,-0.318,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.099,0.715,0.104,-1.624,NA,0.219,-0.045,-1.151,0.332,0.586,0.907,-0.157,-0.025,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2012,-10,0,108470.378825036,5.04435046539365,102.537559509277,NA,NA,NA,92.23312,0.0941964622110214,0,NA,69.3,NA,1722438,25.7186108665593,100,28.4827742187094,28.3389822463275,35.1062400831471,97,97,96,NA,1.74822152,1.31,44,80.499,79.81,81.552,NA,NA,NA,NA,NA,"Asia","Western Asia",0.196,-1.207,-0.393,-0.741,-1.619,-0.07,-3.398,-0.318,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.099,0.715,0.104,-1.624,NA,0.219,-0.045,-1.151,0.332,0.586,0.907,-0.157,-0.025,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2013,-10,0,103697.008372373,-4.40062116899443,100.88224029541,NA,91.4658126831055,98.5061187744141,88.63244,0.0960229515645713,NA,NA,85.3,NA,1916426,25.9097892839906,100,30.3224172454025,25.3595869913171,32.063390113225,97,98,97,NA,2.07620168,1.18,34,80.974,80.292,82.019,NA,NA,NA,NA,NA,"Asia","Western Asia",0.197,-1.071,-0.438,-0.741,-2.045,-0.07,-3.398,-0.415,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.091,0.744,0.104,-1.624,NA,0.219,-0.045,-1.151,-0.078,0.318,0.907,-0.485,-0.245,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2014,-10,0,95840.6310094498,-7.57628159793306,98.5980987548828,NA,87.0957412719727,91.4301681518555,89.28562,0.117168462919326,0,NA,91.5,NA,2151745,25.3713870480753,100,32.8508108629948,21.5388184142326,27.6978144663127,98,98,98,NA,2.42293572,1.08,24,81.395,80.719,82.448,NA,NA,NA,NA,NA,"Asia","Western Asia",0.197,-1.071,-0.438,-0.741,-2.045,-0.025,-3.398,-0.415,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.091,0.744,0.104,-1.624,NA,0.219,-0.045,-1.151,-0.078,0.318,0.907,-0.485,-0.245,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2015,-10,0,68985.2946961507,-28.0208258547997,101.982368469238,NA,95.6481323242188,93.0517120361328,91.73736,0.161318389310859,NA,NA,92.9,NA,2344557,24.7239147540713,100,46.0682464857373,13.0300594635573,19.0641343344092,NA,NA,NA,NA,3.63581347,1.02,25,81.785,81.093,82.837,NA,NA,NA,NA,NA,"Asia","Western Asia",0.2,-1.071,-0.379,-0.741,-2.045,-0.025,-3.398,-0.415,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.091,0.744,0.104,-1.624,NA,0.219,-0.045,-1.151,-0.078,0.318,0.907,-0.485,-0.245,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2016,-10,0,61253.6375482797,-11.2076888008169,104.046173095703,NA,97.5451812744141,93.5009918212891,93.02649,0.183872269651982,0,NA,95.1,NA,2477113,24.6195234849033,100,50.7781031848514,11.1615579117458,15.9817678598717,NA,NA,NA,NA,3.54971433,1.01,22,82.147,81.419,83.19,NA,NA,NA,NA,NA,"Asia","Western Asia",0.2,-1.071,-0.379,-0.741,-2.045,0.111,-3.398,-0.415,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.091,0.744,0.104,-1.624,NA,0.219,-0.045,-1.151,-0.078,0.318,0.907,-0.485,-0.245,0.18,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2017,-10,0,63279.8556949332,3.30791480760052,106.431632995605,NA,97.5354766845703,100.78125,93.54716,0.214741536757396,NA,NA,97.4,NA,2545820,25.0403349602783,NA,47.3003409753676,13.5394624768111,18.8986723864413,NA,NA,NA,NA,3.21237087,0.94,26,82.458,81.705,83.51,NA,NA,NA,NA,NA,"Asia","Western Asia",0.212,-1.071,-0.379,-1.577,-1.659,0.111,-3.398,-0.415,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.088,0.75,0.104,-1.624,NA,0.219,-0.045,-1.151,-0.027,0.318,0.533,-0.485,-0.245,0.382,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2018,-10,0,71039.8490579352,12.2629757571071,107.334487915039,NA,98.9616470336914,100.71346282959,94.09431,0.218257646242842,0,NA,99.7,NA,2580734,25.6932457657013,NA,43.0924167580024,16.2911609453974,23.9995278669173,NA,NA,NA,NA,2.96176219,1.03,31,82.714,81.955,83.8,NA,NA,NA,NA,NA,"Asia","Western Asia",0.212,-1.071,-0.379,-1.462,-1.572,0.111,-3.398,-0.293,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.091,0.741,0.104,-1.624,NA,0.219,-0.045,-1.151,0.017,0.546,0.614,-0.485,-0.245,0.382,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2019,NA,0,66841.3013484919,-5.91013039177384,103.579849243164,NA,101.249557495117,99.7229385375977,NA,0.260005315111579,NA,NA,99.7,NA,2638657,26.710806599188,NA,46.4545282398717,14.5084244384971,22.3739866660968,NA,NA,NA,NA,3.18468714,1.12,35,82.945,82.176,84.064,NA,NA,NA,NA,NA,"Asia","Western Asia",0.212,-1.071,-0.379,-0.876,-1.572,0.111,-3.398,-0.179,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.085,0.77,0.104,-1.624,NA,0.219,-0.045,-1.151,-0.051,0.546,0.614,-1.085,-0.729,0.382,-2.212,-2.166,-1.603,-2.145,0.847
"QAT","QATAR",2020,NA,0,51683.5054376677,-22.6772902457355,102.090957641602,NA,102.568809509277,103.724006652832,NA,0.338750396492592,0,NA,99.7,NA,2794148,27.8904435223816,NA,52.7438680452718,10.5957303632833,20.2259593186526,NA,NA,NA,NA,3.81872201,NA,35,80.409,79.421,82.165,NA,NA,NA,NA,NA,"Asia","Western Asia",0.168,-1.364,-0.579,-1.46,-1.572,0.111,-3.398,-0.179,-0.77,1,0.125,0,0.375,0.125,0.125,0,0,0.125,0,0,0,0,0.375,0.087,0.758,0.104,-1.624,NA,0.219,-0.045,-1.151,0.417,0.546,0.614,-1.085,-0.729,0.382,-2.212,-2.166,-1.603,-2.145,0.847
"SAU","SAUDI ARABIA",1960,-10,0,717.796628958557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2435403,48.7971395288583,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774723947048187,NA,45.31,43.219,47.671,NA,NA,NA,NA,NA,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.038,0.819,-0.236,-2.319,NA,-1.3,-2.632,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-2.033,-0.081,0.588
"SAU","SAUDI ARABIA",1961,-10,0,760.311740320004,5.92300237229195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2526347,48.774614096955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.88,43.8,48.229,NA,NA,NA,NA,NA,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.038,0.819,-0.236,-2.319,NA,-1.3,-2.632,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-2.033,-0.081,0.588
"SAU","SAUDI ARABIA",1962,-10,0,812.926247668855,6.92012296518088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2620910,48.7540401028497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.469,44.398,48.806,NA,NA,NA,NA,NA,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.04,0.795,-0.236,-2.319,NA,-1.3,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1963,-10,0,811.738274661234,-0.146135398017678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2719341,48.7353926060054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.086,45.026,49.406,NA,NA,NA,NA,5.90269771731612,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.795,-0.236,-2.319,NA,-1.3,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1964,-10,0,840.480371460232,3.5408083733631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2821968,48.7182349339185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.732,45.691,50.029,NA,NA,NA,NA,5.96630539757485,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.795,-0.236,-2.319,NA,-1.3,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1965,-10,0,904.118334125664,7.57161794925308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2928771,48.7019982101708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.436,46.425,50.694,NA,NA,NA,NA,7.69008939728924,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.79,-0.236,-2.319,NA,-1.035,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1966,-10,0,960.744776733843,6.26316716195564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3039887,48.6859215490576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.187,47.22,51.39,NA,NA,NA,NA,11.3242315101767,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.79,-0.236,-2.319,NA,-1.035,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1967,-10,0,1031.60360297585,7.3754058266025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3157242,48.6636437751683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.994,48.084,52.128,NA,NA,NA,NA,11.511831393137,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.79,-0.236,-2.319,NA,-1.035,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1968,-10,0,1275.70709426176,23.6625279886333,NA,NA,NA,NA,NA,4.93499609872639,NA,NA,NA,NA,3282711,48.6288158259487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.857,49.011,52.914,NA,NA,NA,NA,8.08745489280408,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.79,-0.236,-2.319,NA,-1.035,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1969,-10,0,1312.73865737123,2.90282646197086,NA,NA,NA,NA,NA,4.91925111223376,NA,NA,NA,NA,3417114,48.5809370129296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.773,49.987,53.758,NA,NA,NA,NA,9.5705156784069,"Asia","Western Asia",0.15,-1.535,-0.737,-1.705,-1.761,-1.683,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.333,0.333,0.5,0.5,0,0.167,0,0,0,0.041,0.79,-0.236,-2.319,NA,-1.035,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1970,-10,0,1509.43961165521,14.9840147678652,NA,NA,NA,NA,NA,4.22762211753037,NA,NA,NA,NA,3562470,48.5179103262624,NA,36.32118356889,25.438880689077,25.6178285718857,NA,NA,NA,NA,NA,1.1813999414444,NA,52.729,50.993,54.657,NA,NA,NA,NA,9.40352743064788,"Asia","Western Asia",0.114,-1.839,-0.737,-1.705,-1.761,-1.337,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.79,-0.236,-2.319,NA,-1.035,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1971,-10,0,1929.30910330483,27.8162497133093,NA,NA,NA,NA,NA,3.29124918571827,NA,NA,NA,NA,3724031,48.4269200694301,NA,30.2230356422744,29.6100837592392,29.7183489560075,NA,NA,NA,NA,NA,NA,NA,53.727,52.022,55.62,NA,NA,NA,NA,8.64019411745418,"Asia","Western Asia",0.114,-1.839,-0.737,-1.705,-1.761,-1.337,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.79,-0.236,-2.319,NA,-1.035,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1972,-10,0,2474.38683208975,28.2524831221303,NA,NA,NA,NA,NA,2.80856800479329,NA,NA,NA,NA,3905722,48.3040135227273,NA,28.80467345716,36.3557374019613,36.4640803456637,NA,NA,NA,NA,NA,NA,NA,54.742,53.053,56.62,NA,NA,NA,NA,10.0815515709133,"Asia","Western Asia",0.114,-1.839,-0.737,-1.705,-1.761,-1.337,-2.173,-1.376,1.22,0.833,0.167,0,0.5,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.041,0.79,-0.236,-2.319,NA,-1.035,-1.984,0.949,-0.22,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1973,-10,0,3640.08361192413,47.1105311714696,NA,NA,NA,NA,NA,2.19298245614035,NA,NA,NA,NA,4106344,48.1631592482266,NA,27.2363006281135,43.1880069488909,43.2714266518105,NA,NA,NA,NA,NA,NA,NA,55.765,54.08,57.643,NA,NA,NA,NA,10.8404475911154,"Asia","Western Asia",0.114,-1.839,-0.737,-1.705,-1.761,-1.337,-2.173,-1.376,1.22,0.833,0.167,0,0.333,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.037,0.812,-0.236,-2.319,NA,-1.035,-1.984,0.949,-1.069,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1974,-10,0,10503.4280777085,188.549088358892,NA,NA,NA,NA,NA,0.829942437475189,NA,NA,NA,NA,4323632,48.0175121246415,NA,15.8172886065899,67.4836347877409,67.5207160134123,NA,NA,NA,NA,NA,NA,NA,56.785,55.098,58.669,NA,NA,NA,NA,NA,"Asia","Western Asia",0.114,-1.839,-0.737,-1.705,-1.761,-1.337,-1.867,-1.376,1.628,0.833,0.167,0,0.333,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.036,0.812,-0.236,-2.319,NA,-1.035,-1.984,0.949,-1.069,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.588
"SAU","SAUDI ARABIA",1975,-10,0,10265.6414406471,-2.26389551394232,NA,NA,NA,NA,NA,0.915334589436577,NA,NA,NA,NA,4556287,47.8755179381808,NA,27.0376223181183,54.3017782360594,54.3839536263905,NA,NA,NA,NA,NA,NA,NA,57.78,56.092,59.67,NA,NA,NA,NA,NA,"Asia","Western Asia",0.083,-2.326,-0.737,-1.705,-1.761,-1.067,-1.867,-1.376,1.628,0.833,0.167,0,0.333,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.037,0.808,0.114,-2.319,NA,-1.035,-1.984,0.949,-1.069,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.553
"SAU","SAUDI ARABIA",1976,-10,0,13312.5119926546,29.6802744341267,NA,NA,NA,NA,NA,0.77454191378242,NA,NA,NA,NA,4807933,47.7311143894892,NA,28.4141807559529,52.9958854989597,53.0613712172026,NA,NA,NA,NA,NA,NA,NA,58.782,57.095,60.673,NA,NA,NA,NA,NA,"Asia","Western Asia",0.083,-2.326,-0.737,-1.705,-1.761,-1.067,-1.867,-1.376,1.628,0.833,0.167,0,0.333,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.037,0.801,0.114,-2.319,NA,-0.743,-1.984,0.949,-1.069,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.553
"SAU","SAUDI ARABIA",1977,-10,0,14595.3739933329,9.63651338970542,NA,NA,NA,NA,NA,1.14751779015834,NA,NA,NA,NA,5083048,47.5784701577617,NA,31.4739542904776,51.8167556317189,51.9140998377149,NA,NA,NA,NA,NA,NA,NA,59.749,58.069,61.634,NA,NA,NA,NA,15.6488183967596,"Asia","Western Asia",0.083,-2.326,-0.737,-1.705,-1.761,-1.067,-1.867,-1.376,1.628,0.833,0.167,0,0.333,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.037,0.801,0.114,-2.319,NA,-0.743,-1.984,0.949,-1.069,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.553
"SAU","SAUDI ARABIA",1978,-10,0,14914.1542686138,2.1841185804935,NA,NA,NA,NA,NA,1.4996097056851,NA,NA,NA,NA,5381902,47.4235131000156,NA,37.93330914608,44.7691658421512,44.9125645737099,NA,NA,NA,NA,NA,NA,NA,60.685,59.014,62.562,NA,NA,NA,NA,16.7365737918065,"Asia","Western Asia",0.083,-2.326,-0.737,-1.705,-1.761,-1.067,-1.867,-1.376,1.628,0.833,0.167,0,0.333,0.333,0.5,0.333,0.667,0.5,0,0.167,0,0,0,0.037,0.801,0.114,-2.319,NA,-0.743,-1.984,0.949,-1.069,1.155,-0.275,-1.741,-1.195,1.045,-0.911,-2.181,-1.26,-0.081,0.553
